Naam,Pesar,Dokhtar,Rate
نكويار,,1,معمولي
نكهت,,1,بسيار نادر
نكيسا,1,1,معمولي
نگار,,1,پركاربرد
نگارا,,1,معمولي
نگاربسته,,1,بسيار نادر
نگارشيد,,1,بسيار نادر
نگاره,,1,معمولي
نگارين,,1,معمولي
نگاه,,1,معمولي
نگين,,1,پركاربرد
نگينا,,1,معمولي
نگينه,,1,معمولي
نمايان,1,,بسيار نادر
نوا,1,1,معمولي
نواآفرين,,1,بسيار نادر
نواب,1,,معمولي
نوازش,,1,بسيار نادر
نوال,,1,بسيار نادر
نوباوه,,1,معمولي
نوبخت,1,,معمولي
نوبر,,1,معمولي
نوبهار,1,1,معمولي
نوتاش,1,,بسيار نادر
نوتريكا,1,,بسيار نادر
نوح,1,,معمولي
نوذر,1,,معمولي
نور,,1,معمولي
نورا,,1,معمولي
نورافشان,,1,بسيار نادر
نورالدين,1,,معمولي
نورالله,1,,معمولي
نوران,,1,بسيار نادر
نوراهان,1,,بسيار نادر
نورآفرين,,1,بسيار نادر
نورسته,,1,بسيار نادر
نوروز,1,,معمولي
نورهان,1,,بسيار نادر
نوري,1,1,بسيار نادر
نورين,,1,معمولي
نوريه,,1,بسيار نادر
نوژان,,1,معمولي
نوش,1,,بسيار نادر
نوش آذر,1,,بسيار نادر
نوش آفريد,,1,بسيار نادر
نوش آگين,,1,بسيار نادر
نوش لب,,1,بسيار نادر
نوشا,,1,معمولي
نوشاب,1,,بسيار نادر
نوشابه,,1,بسيار نادر
نوشاد,,1,معمولي
نوشان,,1,بسيار نادر
نوشزاد,1,1,بسيار نادر
نوشناز,,1,بسيار نادر
نوشه,,1,معمولي
نوشي,1,,معمولي
نوشيار,1,,بسيار نادر
نوشيد,,1,معمولي
نوشيروان,1,,بسيار نادر
نوشين,,1,بسيار نادر
نوشين لب,,1,بسيار نادر
نوشينه,,1,معمولي
نوگل,,1,معمولي
نونا,,1,معمولي
نونهال,,1,بسيار نادر
نويان,1,,بسيار نادر
نويد,1,,معمولي
نوين,1,,معمولي
نهاد,1,,بسيار نادر
نهال,,1,معمولي
نهام,1,,بسيار نادر
نهضت,,1,بسيار نادر
نياتور,1,,بسيار نادر
نياز,,1,بسيار نادر
نياسا,1,1,معمولي
نياسان,1,,بسيار نادر
نياطوس,1,,بسيار نادر
نياك,1,,بسيار نادر
نيالا,,1,بسيار نادر
نيان,,1,بسيار نادر
نياوش,1,,بسيار نادر
نياوند,1,,بسيار نادر
نيايش,,1,پركاربرد
نيتا,,1,معمولي
نير,,1,بسيار نادر
نيرمان,1,1,بسيار نادر
نيروانا,,1,بسيار نادر
نيره,,1,معمولي
نيسا,,1,بسيار نادر
نيسان,1,,بسيار نادر
نيشا,,1,معمولي
نيشام,1,1,بسيار نادر
نيك,1,,معمولي
نيك اختر,,1,بسيار نادر
نيك آفريد,,1,بسيار نادر
نيك آفرين,,1,بسيار نادر
نيك پي,1,,بسيار نادر
نيك تاج,,1,بسيار نادر
نيك تاش,,1,بسيار نادر
نيك راي,1,,بسيار نادر
نيك رخسار,,1,بسيار نادر
نيك مهر,,1,بسيار نادر
نيكا,1,1,معمولي
نيكان,1,,معمولي
نيكاو,1,,بسيار نادر
نيكتا,,1,معمولي
نيكچهر,,1,معمولي
نيكچهره,,1,معمولي
نيكدخت,,1,بسيار نادر
نيكدل,1,,معمولي
نيكرخ,,1,بسيار نادر
نيكروز,1,,بسيار نادر
نيكروي,,1,بسيار نادر
نيكزاد,1,,بسيار نادر
نيكناز,,1,بسيار نادر
نيكنام,1,,معمولي
نيكو,1,1,معمولي
نيكو لقا,,1,بسيار نادر
نيكوكار,1,,بسيار نادر
نيكي,1,1,معمولي
نيلا,,1,معمولي
نيلاب,,1,بسيار نادر
نيلرام,,1,بسيار نادر
نيلگون,,1,بسيار نادر
نيلوفر,,1,پركاربرد
نيليا,,1,معمولي
نيما,1,,پركاربرد
نيمتاج,,1,معمولي
نينا,,1,معمولي
نيو,1,,بسيار نادر
نيوان,1,1,معمولي
نيواندخت,,1,بسيار نادر
نيوتش,1,,بسيار نادر
نيوتيش,1,,بسيار نادر
نيوزاد,1,,بسيار نادر
نيوزار,1,,بسيار نادر
نيوشا,1,1,معمولي
نيوشه,,1,معمولي
نيووند,,1,بسيار نادر
نيهاد,1,,بسيار نادر
وَرَهرام,1,,بسيار نادر
وَرد,,1,بسيار نادر
وَسپار,1,,بسيار نادر
وَسنه,1,,بسيار نادر
وَلخش,1,,بسيار نادر
وَهمنش,1,,بسيار نادر
وُهومن,1,,بسيار نادر
واپسين,,1,بسيار نادر
واته,1,,بسيار نادر
واتيار,1,,بسيار نادر
واج,,1,بسيار نادر
واجد,1,,بسيار نادر
واحد,1,,معمولي
وادا,1,,بسيار نادر
وادان,1,,بسيار نادر
وادگان,1,,بسيار نادر
وادي,,1,بسيار نادر
واديار,1,,بسيار نادر
واران,1,,بسيار نادر
وارتان,1,,بسيار نادر
وارتوش,,1,بسيار نادر
واردان,1,,بسيار نادر
وارسته,1,1,معمولي
وارش,1,,بسيار نادر
وارونا,1,,بسيار نادر
واژه,,1,معمولي
واسپور,1,,بسيار نادر
واسپوهر,1,,بسيار نادر
واصف,1,,معمولي
وافي,1,,معمولي
والا,1,,بسيار نادر
واله,,1,معمولي
والي,1,,بسيار نادر
واليه,,1,بسيار نادر
وامق,1,,بسيار نادر
وانان,1,,بسيار نادر
وانتيار,1,,بسيار نادر
وانوش,,1,بسيار نادر
وانوشه,,1,بسيار نادر
وانيار,,1,بسيار نادر
واهب,1,,بسيار نادر
وتار,1,,بسيار نادر
وثوق,1,,معمولي
وجاسب,1,,بسيار نادر
وجيه الله,1,,بسيار نادر
وجيهه,,1,بسيار نادر
وچان,,1,بسيار نادر
وحدانه,,1,معمولي
وحدت,1,,بسيار نادر
وحيد,1,,معمولي
وحيدالدين,1,,بسيار نادر
وحيده,,1,معمولي
وخش,1,,بسيار نادر
وخش داد,1,,بسيار نادر
وخشور,1,,بسيار نادر
ودا,,1,بسيار نادر
ودود,1,,بسيار نادر
وديع,1,,بسيار نادر
وراز,1,,بسيار نادر
ورازبنده,1,,بسيار نادر
ورازپيروز,1,,بسيار نادر
ورازتيرداد,1,,بسيار نادر
ورازمهر,1,,بسيار نادر
ورازنرسي,1,,بسيار نادر
ورتا,,1,بسيار نادر
ورتاج,,1,بسيار نادر
ورجا,,1,بسيار نادر
ورجاوند,1,,بسيار نادر
وردانشاه,1,,بسيار نادر
وردآور,,1,بسيار نادر
وردي,,1,بسيار نادر
وردين,1,,بسيار نادر
ورزا,1,,بسيار نادر
ورزاك,1,,بسيار نادر
ورزان,1,,بسيار نادر
ورزگمهر,1,,بسيار نادر
ورزم,1,,بسيار نادر
ورزميار,1,,بسيار نادر
ورزيار,1,,بسيار نادر
ورزير,1,,بسيار نادر
ورساز,1,,بسيار نادر
ورشاد,1,,بسيار نادر
ورشان,,1,بسيار نادر
ورشنگ,1,,بسيار نادر
ورقا,,1,بسيار نادر
ورگر,1,,بسيار نادر
ورگير,1,,بسيار نادر
ورونيكا,1,,بسيار نادر
وريا,1,,بسيار نادر
وريشه,,1,بسيار نادر
وژاسپ,1,,بسيار نادر
وساك,1,,بسيار نادر
وسپور,1,,بسيار نادر
وسپوهر,1,,بسيار نادر
وستا,1,1,بسيار نادر
وستوي,1,,بسيار نادر
وستهم,1,,بسيار نادر
وسمه,,1,بسيار نادر
وسيم,,1,بسيار نادر
وسيمه,,1,بسيار نادر
وش,,1,بسيار نادر
وشان,,1,بسيار نادر
وشمگير,1,,بسيار نادر
وشن,,1,بسيار نادر
وصال,1,1,بسيار نادر
وفا,1,1,معمولي
وفا انديش,1,,بسيار نادر
وفادار,1,,معمولي
وقار,1,,بسيار نادر
ولا,1,,بسيار نادر
ولام,1,,بسيار نادر
ولان,,1,بسيار نادر
ولگا,,1,بسيار نادر
ولي,1,,معمولي
ولي الله,1,,معمولي
وليد,1,,بسيار نادر
وليداد,1,,بسيار نادر
وناز,,1,بسيار نادر
وندا,1,1,بسيار نادر
ونداد,1,,بسيار نادر
ونن,1,,بسيار نادر
ونوس,,1,معمولي
ونوش,,1,بسيار نادر
ونوشه,,1,بسيار نادر
ونون,1,,بسيار نادر
وه آفريد,,1,بسيار نادر
وه آفرين,,1,بسيار نادر
وه پناه,1,,بسيار نادر
وه نوش,,1,بسيار نادر
وه وران,1,,بسيار نادر
وهاب,1,,بسيار نادر
وهار,,1,بسيار نادر
وهامان,1,,بسيار نادر
وهان,,1,بسيار نادر
وهب,1,,بسيار نادر
وهبرز,1,,بسيار نادر
وهرام,1,,بسيار نادر
وهرام شاپور,1,,بسيار نادر
وهرام گشسب,1,,بسيار نادر
وهرو,,1,بسيار نادر
وهزاد,1,,بسيار نادر
وهسود,1,,بسيار نادر
وهشاپور,1,,بسيار نادر
وهشتيه,,1,بسيار نادر
وهمن,1,,بسيار نادر
وهمهر,1,,بسيار نادر
وهنيا,1,,بسيار نادر
وهوگون,,1,بسيار نادر
ويارش,1,,بسيار نادر
ويان,,1,بسيار نادر
ويانا,,1,بسيار نادر
ويدا,,1,بسيار نادر
ويرا,1,1,بسيار نادر
ويراب,1,,بسيار نادر
ويرو,,1,بسيار نادر
ويريا,1,,بسيار نادر
ويس,1,1,معمولي
ويسپار,1,,بسيار نادر
ويسپرد,1,,بسيار نادر
ويستا,,1,بسيار نادر
ويستور,1,,بسيار نادر
ويستهم,1,,بسيار نادر
ويسه,1,,بسيار نادر
ويشتاسب,1,,بسيار نادر
ويشكا,,1,معمولي
ويكتور,1,1,بسيار نادر
ويگن,1,,معمولي
وينا,,1,معمولي
ويناسب,1,,بسيار نادر
ويو,1,,بسيار نادر
ويوات,,1,بسيار نادر
ويوان,1,,بسيار نادر
ويوگ,,1,بسيار نادر
ويولا,,1,بسيار نادر
ويونا,,1,بسيار نادر
ويهان,1,,بسيار نادر
هَخامنش,1,,بسيار نادر
هَردار,1,,بسيار نادر
هَژير,1,,معمولي
هُرمز,1,,بسيار نادر
هُزوارش,1,,بسيار نادر
هُژبر,1,,بسيار نادر
هُووي,,1,بسيار نادر
هابيل,1,,معمولي
هاتف,1,,معمولي
هاجر,,1,معمولي
هادان,1,,معمولي
هادي,1,,پركاربرد
هارا,,1,معمولي
هارپارك,1,,بسيار نادر
هارپاك,1,,بسيار نادر
هارون,1,,بسيار نادر
هاشم,1,,معمولي
هاله,,1,معمولي
هامان,1,,بسيار نادر
هامر,1,,معمولي
هامرز,1,,بسيار نادر
هامن,1,,بسيار نادر
هامون,1,,بسيار نادر
هامويه,1,,بسيار نادر
هامي,1,,بسيار نادر
هامين,1,,بسيار نادر
هانه,,1,معمولي
هاني,1,,معمولي
هانيا,,1,معمولي
هانيبال,1,,بسيار نادر
هانيه,,1,پركاربرد
هاوار,1,,بسيار نادر
هاوش,1,,بسيار نادر
هاون,1,,بسيار نادر
هاوني,1,,بسيار نادر
هاووش,1,,بسيار نادر
هايده,,1,معمولي
هايكا,1,,بسيار نادر
هباسپ,1,,بسيار نادر
هبيةلله,1,,بسيار نادر
هجير,1,,بسيار نادر
هدا,,1,معمولي
هدايت,1,,معمولي
هدايت الله,1,,معمولي
هدسه,,1,بسيار نادر
هدي,,1,معمولي
هديه,,1,معمولي
هرانوش,,1,بسيار نادر
هرمان,1,,بسيار نادر
هرمزد,1,,بسيار نادر
هرمزديار,1,,بسيار نادر
هرمس,1,,بسيار نادر
هرميس,,1,بسيار نادر
هرمينا,,1,معمولي
هزاره,1,,بسيار نادر
هزبر,1,,بسيار نادر
هستنوه,,1,بسيار نادر
هستي,,1,پركاربرد
هستيار,1,,بسيار نادر
هشام,1,,بسيار نادر
هفال,1,,بسيار نادر
هفدن,,1,بسيار نادر
هفيان,,1,بسيار نادر
هگبه,,1,بسيار نادر
هلاكو,1,,بسيار نادر
هلاله,,1,معمولي
هلبژارده,1,,بسيار نادر
هلبژير,1,,بسيار نادر
هلبست,1,,بسيار نادر
هلپرين,,1,بسيار نادر
هلدير,1,,بسيار نادر
هلكو,1,,بسيار نادر
هلكوت,1,,بسيار نادر
هلگر,1,,بسيار نادر
هلگورد,1,,بسيار نادر
هلما,,1,معمولي
هلمت,1,,بسيار نادر
هلموت,1,,بسيار نادر
هلن,,1,معمولي
هلنا,,1,معمولي
هلنسا,,1,بسيار نادر
هلورين,1,,بسيار نادر
هليا,,1,پركاربرد
هليله,,1,بسيار نادر
هلينا,,1,معمولي
هليوس,1,,بسيار نادر
هليون,,1,بسيار نادر
هما,,1,معمولي
هماچهر,,1,بسيار نادر
همافر,,1,معمولي
همام,1,,بسيار نادر
همام الدين,1,,بسيار نادر
هماوند,1,,معمولي
همايون,1,1,معمولي
همايون بخت,,1,بسيار نادر
همايون چهر,,1,بسيار نادر
همت,1,,معمولي
همتا,1,1,بسيار نادر
همدم,,1,معمولي
همراز,,1,معمولي
همساز,,1,معمولي
همگام,,1,بسيار نادر
همگون,1,,بسيار نادر
همنواد,1,,بسيار نادر
هموند,,1,بسيار نادر
هميشه بهار,,1,بسيار نادر
هميلا,,1,معمولي
هنار,,1,بسيار نادر
هناو,,1,بسيار نادر
هنرمند,1,,بسيار نادر
هنگام,1,,بسيار نادر
هنگامه,,1,معمولي
هني,1,,بسيار نادر
هنيا,,1,بسيار نادر
هوار,1,,بسيار نادر
هوال,1,,بسيار نادر
هوآفريد,,1,بسيار نادر
هوبَر,1,,بسيار نادر
هوبخت,,1,بسيار نادر
هوپاد,,1,بسيار نادر
هوتَخش,1,,بسيار نادر
هوتس,,1,بسيار نادر
هوتسا,,1,بسيار نادر
هوتك,1,,بسيار نادر
هوتن,1,,معمولي
هوتوس,,1,بسيار نادر
هود,1,,معمولي
هوداد,1,1,معمولي
هودسا,,1,بسيار نادر
هوده,,1,بسيار نادر
هودين,1,,بسيار نادر
هور,1,1,معمولي
هورا,1,,بسيار نادر
هوراد,1,,بسيار نادر
هوراز,1,,بسيار نادر
هورام,1,1,بسيار نادر
هورامان,1,,بسيار نادر
هوران,1,1,بسيار نادر
هورآفرين,,1,بسيار نادر
هوربانو,,1,بسيار نادر
هورتاش,,1,بسيار نادر
هورتن,,1,بسيار نادر
هورچهر,,1,بسيار نادر
هورخش,,1,بسيار نادر
هورداد,,1,بسيار نادر
هوردخت,,1,بسيار نادر
هورديس,,1,بسيار نادر
هوررخ,,1,بسيار نادر
هورزاد,,1,بسيار نادر
هورسان,,1,بسيار نادر
هورشاد,,1,بسيار نادر
هورشيد,,1,بسيار نادر
هورفَر,,1,بسيار نادر
هورمز,1,,بسيار نادر
هورمزد,1,,بسيار نادر
هورمك,1,,بسيار نادر
هورمهر,,1,بسيار نادر
هورناز,,1,بسيار نادر
هوروَش,,1,بسيار نادر
هوري,,1,بسيار نادر
هوريار,1,,بسيار نادر
هوزاد,,1,بسيار نادر
هوزان,1,1,بسيار نادر
هوژين,,1,بسيار نادر
هوسكر,1,,بسيار نادر
هوشبام,,1,بسيار نادر
